"Condition","Coding system","Code","Code name","Concept","Concept name","Tags","Code_range"
"Major congenital anomalies","ICD9CM","740.90","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.91","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.92","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.93","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.94","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.95","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.96","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.97","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.98","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.99","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741","Spina bifida","C0080178","Spina Bifida",NA,"N/A"
"Major congenital anomalies","ICD9CM","741.00","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.01","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.02","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.03","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.04","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.05","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.06","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.07","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.08","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.09","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.10","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.11","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.12","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.13","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.14","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.15","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.16","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.17","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.18","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.19","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.20","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.21","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.22","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.23","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.24","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.25","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.26","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.27","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.28","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.29","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.30","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.31","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.32","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.33","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.34","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.35","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.36","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.37","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.38","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.39","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.40","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.41","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.42","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.43","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.44","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.45","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.46","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.47","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.48","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.49","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.50","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.51","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.52","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.53","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.54","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.55","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.56","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.57","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.58","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.59","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.60","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.61","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.62","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.63","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.64","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.65","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.66","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.67","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.68","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.69","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.70","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.71","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.72","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.73","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.74","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.75","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.76","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.77","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.78","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.79","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.80","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.81","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.82","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.83","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.84","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.85","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.86","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.87","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.88","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.89","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.90","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.91","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.92","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.93","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.94","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.95","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.96","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.97","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.98","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","741.99","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742","Other congenital anomalies of nervous system","C0158538","Other nervous system congenital anomalies",NA,"N/A"
"Major congenital anomalies","ICD9CM","742.00","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.01","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.02","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.03","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.04","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.05","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.06","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.07","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.08","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.09","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.10","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.11","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.12","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.13","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.14","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","742.15","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
